"","case_id","num_HH_members","psu","state","wealth_idx","district","HH_head_religion","HH_head_caste","HH_member_idx","sex","age","edu_lvl","birth_cert","has_aadhaar","mother_edu_lvl"
"608"," 34008861",6,340088,"uttarakhand","richer","garhwal","hindu","none of above",6,"male","1","no education, preschool","has certificate","no","secondary"
"609"," 34008895",8,340088,"uttarakhand","poorest","garhwal","hindu","other backward class",5,"male","0","no education, preschool","has certificate","no","primary"
"610"," 34009001",14,340090,"uttarakhand","richer","hardwar","muslim","other backward class",5,"male","4","no education, preschool","has certificate","no","no education"
"611"," 34009001",14,340090,"uttarakhand","richer","hardwar","muslim","other backward class",6,"male","3","no education, preschool","has certificate","no","no education"
"612"," 34009001",14,340090,"uttarakhand","richer","hardwar","muslim","other backward class",10,"male","1","no education, preschool","has certificate","no","no education"
"613"," 34009019",9,340090,"uttarakhand","richer","hardwar","muslim","other backward class",6,"male","0","no education, preschool","registered","no","secondary"
"614"," 34009022",4,340090,"uttarakhand","richest","hardwar","muslim","other backward class",4,"male","2","no education, preschool","has certificate","no","secondary"
"615"," 34009036",4,340090,"uttarakhand","richer","hardwar","muslim","other backward class",3,"female","2","no education, preschool","has certificate","no","primary"
"616"," 34009036",4,340090,"uttarakhand","richer","hardwar","muslim","other backward class",4,"female","0","no education, preschool","has certificate","no","primary"
"617"," 34009063",6,340090,"uttarakhand","richest","hardwar","muslim","other backward class",5,"male","1","no education, preschool","don't know","no","no education"
"618"," 34009067",4,340090,"uttarakhand","richer","hardwar","muslim","other backward class",4,"male","3","no education, preschool","registered","no","primary"
"619"," 34009085",3,340090,"uttarakhand","middle","hardwar","muslim","other backward class",3,"male","0","no education, preschool","has certificate","no","secondary"
"620"," 34009106",5,340091,"uttarakhand","richest","dehradun","muslim","none of above",5,"male","4","no education, preschool","registered","no","secondary"
"621"," 34009109",10,340091,"uttarakhand","richest","dehradun","muslim","none of above",6,"female","0","no education, preschool","neither certificate or registered","no","higher"
"622"," 34009128",7,340091,"uttarakhand","richest","dehradun","hindu","none of above",5,"male","0","no education, preschool","has certificate","no","higher"
"623"," 34009163",3,340091,"uttarakhand","richest","dehradun","muslim","none of above",3,"female","4","no education, preschool","has certificate","no","secondary"
"624"," 34009181",5,340091,"uttarakhand","richest","dehradun","muslim","other backward class",3,"female","4","no education, preschool","has certificate","no","secondary"
"625"," 34009181",5,340091,"uttarakhand","richest","dehradun","muslim","other backward class",4,"male","3","no education, preschool","has certificate","no","secondary"
"626"," 34009194",5,340091,"uttarakhand","richer","dehradun","muslim","other backward class",5,"male","3","no education, preschool","has certificate","no","secondary"
"627"," 34009212",6,340092,"uttarakhand","middle","pithoragarh","hindu","none of above",5,"male","2","no education, preschool","has certificate","no","secondary"
"628"," 34009252",6,340092,"uttarakhand","poorer","pithoragarh","hindu","none of above",5,"female","2","no education, preschool","has certificate","no","secondary"
"629"," 34009261",6,340092,"uttarakhand","poorest","pithoragarh","hindu","none of above",6,"male","3","no education, preschool","registered","no","secondary"
"630"," 34009274",6,340092,"uttarakhand","poorer","pithoragarh","hindu","none of above",5,"male","2","no education, preschool","registered","no","secondary"
"631"," 34009307",3,340093,"uttarakhand","poorer","bageshwar","hindu","none of above",3,"male","3","no education, preschool","neither certificate or registered","no","secondary"
"632"," 34009311",5,340093,"uttarakhand","poorer","bageshwar","hindu","scheduled caste",5,"male","0","no education, preschool","neither certificate or registered","no","no education"
"633"," 34009322",4,340093,"uttarakhand","poorer","bageshwar","hindu","none of above",2,"female","2","no education, preschool","neither certificate or registered","no","secondary"
"634"," 34009322",4,340093,"uttarakhand","poorer","bageshwar","hindu","none of above",3,"male","1","no education, preschool","neither certificate or registered","no","secondary"
"635"," 34009351",2,340093,"uttarakhand","poorer","bageshwar","hindu","none of above",2,"female","1","no education, preschool","has certificate","no","secondary"
"636"," 34009530",8,340095,"uttarakhand","middle","dehradun","hindu","scheduled caste",5,"female","3","no education, preschool","has certificate","no","no education"
"637"," 34009541",5,340095,"uttarakhand","richer","dehradun","muslim","none of above",3,"female","3","no education, preschool","has certificate","no","higher"
"638"," 34009571",3,340095,"uttarakhand","richer","dehradun","hindu","scheduled caste",3,"female","3","no education, preschool","has certificate","no","higher"
"639"," 34009593",3,340095,"uttarakhand","middle","dehradun","hindu","other backward class",3,"male","1","no education, preschool","neither certificate or registered","no","secondary"
"640"," 34009604",11,340096,"uttarakhand","poorest","hardwar","muslim","other backward class",11,"female","2","no education, preschool","neither certificate or registered","no","no education"
"641"," 34009629",6,340096,"uttarakhand","poorest","hardwar","muslim","other backward class",4,"female","4","no education, preschool","neither certificate or registered","no","no education"
"642"," 34009629",6,340096,"uttarakhand","poorest","hardwar","muslim","other backward class",5,"female","2","no education, preschool","neither certificate or registered","no","no education"
"643"," 34009629",6,340096,"uttarakhand","poorest","hardwar","muslim","other backward class",6,"male","0","no education, preschool","neither certificate or registered","no","no education"
"644"," 34009646",5,340096,"uttarakhand","poorest","hardwar","muslim","other backward class",4,"female","4","no education, preschool","neither certificate or registered","no","no education"
"645"," 34009646",5,340096,"uttarakhand","poorest","hardwar","muslim","other backward class",5,"female","0","no education, preschool","neither certificate or registered","no","no education"
"646"," 34009660",4,340096,"uttarakhand","poorer","hardwar","muslim","other backward class",3,"female","3","no education, preschool","neither certificate or registered","no","secondary"
"647"," 34009660",4,340096,"uttarakhand","poorer","hardwar","muslim","other backward class",4,"male","2","no education, preschool","neither certificate or registered","no","secondary"
"648"," 34009687",4,340096,"uttarakhand","middle","hardwar","muslim","other backward class",3,"male","3","no education, preschool","neither certificate or registered","no","no education"
"649"," 34009687",4,340096,"uttarakhand","middle","hardwar","muslim","other backward class",4,"male","1","no education, preschool","neither certificate or registered","no","no education"
"650"," 34009689",5,340096,"uttarakhand","middle","hardwar","muslim","other backward class",3,"male","4","no education, preschool","neither certificate or registered","no","no education"
"651"," 34009689",5,340096,"uttarakhand","middle","hardwar","muslim","other backward class",4,"female","3","no education, preschool","neither certificate or registered","no","no education"
"652"," 34009689",5,340096,"uttarakhand","middle","hardwar","muslim","other backward class",5,"female","1","no education, preschool","neither certificate or registered","no","no education"
"653"," 34009694",10,340096,"uttarakhand","middle","hardwar","muslim","other backward class",10,"male","3","no education, preschool","has certificate","no","no education"
"654"," 34009707",11,340097,"uttarakhand","richest","udham singh nagar","hindu","other backward class",5,"female","0","no education, preschool","has certificate","no","higher"
"655"," 34009707",11,340097,"uttarakhand","richest","udham singh nagar","hindu","other backward class",11,"female","0","no education, preschool","has certificate","no","secondary"
"656"," 34009728",5,340097,"uttarakhand","richest","udham singh nagar","hindu","other backward class",5,"male","2","no education, preschool","has certificate","no","higher"
"657"," 34009734",10,340097,"uttarakhand","middle","udham singh nagar","hindu","scheduled caste",9,"male","3","no education, preschool","registered","no","no education"
"658"," 34009734",10,340097,"uttarakhand","middle","udham singh nagar","hindu","scheduled caste",10,"female","0","no education, preschool","registered","no","no education"
"659"," 34009740",5,340097,"uttarakhand","middle","udham singh nagar","hindu","other backward class",4,"male","3","no education, preschool","registered","no","secondary"
"660"," 34009770",6,340097,"uttarakhand","richer","udham singh nagar","hindu","other backward class",4,"male","4","no education, preschool","has certificate","no","secondary"
"661"," 34009777",9,340097,"uttarakhand","richest","udham singh nagar","hindu","other backward class",5,"female","0","no education, preschool","registered","no","secondary"
"662"," 34009794",8,340097,"uttarakhand","richer","udham singh nagar","hindu","other backward class",5,"male","1","no education, preschool","has certificate","no","secondary"
"663"," 34009794",8,340097,"uttarakhand","richer","udham singh nagar","hindu","other backward class",6,"male","0","no education, preschool","has certificate","no","secondary"
"664"," 34009928",7,340099,"uttarakhand","richer","hardwar","muslim","other backward class",7,"female","4","no education, preschool","neither certificate or registered","no","primary"
"665"," 34009941",8,340099,"uttarakhand","poorer","hardwar","muslim","other backward class",8,"male","2","no education, preschool","registered","no","no education"
"666"," 34009953",7,340099,"uttarakhand","richer","hardwar","muslim","other backward class",3,"male","3","no education, preschool","neither certificate or registered","no","secondary"
"667"," 34009953",7,340099,"uttarakhand","richer","hardwar","muslim","other backward class",4,"female","2","no education, preschool","neither certificate or registered","no","secondary"
"668"," 34009953",7,340099,"uttarakhand","richer","hardwar","muslim","other backward class",5,"female","1","no education, preschool","neither certificate or registered","no","secondary"
"669"," 34009956",7,340099,"uttarakhand","middle","hardwar","muslim","other backward class",7,"male","4","no education, preschool","don't know","no","no education"
"670"," 34009958",7,340099,"uttarakhand","richest","hardwar","hindu","other backward class",5,"female","3","no education, preschool","neither certificate or registered","no","no education"
"671"," 34009959",7,340099,"uttarakhand","poorer","hardwar","hindu","other backward class",7,"female","1","no education, preschool","has certificate","no","no education"
"672"," 34009962",5,340099,"uttarakhand","middle","hardwar","hindu","other backward class",3,"female","4","no education, preschool","has certificate","no","no education"
"673"," 34009962",5,340099,"uttarakhand","middle","hardwar","hindu","other backward class",4,"female","1","no education, preschool","has certificate","no","no education"
"674"," 34009962",5,340099,"uttarakhand","middle","hardwar","hindu","other backward class",5,"male","2","no education, preschool","has certificate","no","no education"
"675"," 34009976",5,340099,"uttarakhand","poorer","hardwar","muslim","other backward class",5,"female","0","no education, preschool","has certificate","no","no education"
"676"," 34009984",6,340099,"uttarakhand","richer","hardwar","muslim","none of above",5,"male","3","no education, preschool","neither certificate or registered","no","primary"
"677"," 34009984",6,340099,"uttarakhand","richer","hardwar","muslim","none of above",6,"female","0","no education, preschool","neither certificate or registered","no","primary"
"678"," 34009986",12,340099,"uttarakhand","poorer","hardwar","muslim","other backward class",10,"male","4","no education, preschool","don't know","no","no education"
"679"," 34009986",12,340099,"uttarakhand","poorer","hardwar","muslim","other backward class",11,"female","2","no education, preschool","neither certificate or registered","no","no education"
"680"," 34009986",12,340099,"uttarakhand","poorer","hardwar","muslim","other backward class",12,"male","0","no education, preschool","neither certificate or registered","no","no education"
"681"," 34010126",9,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",7,"male","3","no education, preschool","has certificate","no","no education"
"682"," 34010126",9,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",8,"female","0","no education, preschool","has certificate","no","no education"
"683"," 34010135",4,340101,"uttarakhand","middle","tehri garhwal","hindu","none of above",3,"male","2","no education, preschool","has certificate","no","secondary"
"684"," 34010162",4,340101,"uttarakhand","middle","tehri garhwal","hindu","none of above",4,"female","4","no education, preschool","has certificate","no","secondary"
"685"," 34010173",10,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",4,"female","4","no education, preschool","has certificate","no","secondary"
"686"," 34010173",10,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",5,"female","2","no education, preschool","has certificate","no","secondary"
"687"," 34010173",10,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",6,"male","0","no education, preschool","has certificate","no","secondary"
"688"," 34010173",10,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",9,"male","2","no education, preschool","has certificate","no","no education"
"689"," 34010173",10,340101,"uttarakhand","middle","tehri garhwal","hindu","scheduled caste",10,"male","0","no education, preschool","has certificate","no","no education"
"690"," 34010265",9,340102,"uttarakhand","middle","tehri garhwal","hindu","other backward class",5,"female","4","no education, preschool","has certificate","no","higher"
"691"," 34010265",9,340102,"uttarakhand","middle","tehri garhwal","hindu","other backward class",6,"female","3","no education, preschool","has certificate","no","higher"
"692"," 34010265",9,340102,"uttarakhand","middle","tehri garhwal","hindu","other backward class",7,"female","2","no education, preschool","has certificate","no","higher"
"693"," 34010265",9,340102,"uttarakhand","middle","tehri garhwal","hindu","other backward class",8,"female","0","no education, preschool","has certificate","no","higher"
"694"," 34010280",14,340102,"uttarakhand","richer","tehri garhwal","hindu","other backward class",6,"female","4","no education, preschool","has certificate","no","secondary"
"695"," 34010280",14,340102,"uttarakhand","richer","tehri garhwal","hindu","other backward class",9,"female","1","no education, preschool","has certificate","no","secondary"
"696"," 34010280",14,340102,"uttarakhand","richer","tehri garhwal","hindu","other backward class",10,"male","0","no education, preschool","has certificate","no","secondary"
"697"," 34010281",5,340102,"uttarakhand","middle","tehri garhwal","hindu","none of above",4,"male","3","no education, preschool","has certificate","no","secondary"
"698"," 34010332",5,340103,"uttarakhand","richest","dehradun","hindu","none of above",3,"male","0","no education, preschool","registered","no","higher"
"699"," 34010342",4,340103,"uttarakhand","richest","dehradun","hindu","none of above",4,"female","3","no education, preschool","has certificate","no","higher"
"700"," 34010376",6,340103,"uttarakhand","richest","dehradun","hindu","none of above",5,"female","0","no education, preschool","has certificate","no","higher"
"701"," 34010408",5,340104,"uttarakhand","middle","champawat","muslim","other backward class",4,"female","3","no education, preschool","has certificate","no","secondary"
"702"," 34010408",5,340104,"uttarakhand","middle","champawat","muslim","other backward class",5,"female","0","no education, preschool","has certificate","no","secondary"
"703"," 34010416",9,340104,"uttarakhand","poorest","champawat","hindu","other backward class",8,"male","4","no education, preschool","registered","no","no education"
"704"," 34010430",4,340104,"uttarakhand","poorer","champawat","muslim","other backward class",3,"female","3","no education, preschool","has certificate","no","no education"
"705"," 34010430",4,340104,"uttarakhand","poorer","champawat","muslim","other backward class",4,"male","1","no education, preschool","has certificate","no","no education"
"706"," 34010438",9,340104,"uttarakhand","poorer","champawat","muslim","none of above",6,"female","4","no education, preschool","neither certificate or registered","no","no education"
"707"," 34010438",9,340104,"uttarakhand","poorer","champawat","muslim","none of above",7,"female","2","no education, preschool","registered","no","no education"
"708"," 34010441",9,340104,"uttarakhand","poorer","champawat","hindu","scheduled caste",5,"male","4","no education, preschool","has certificate","no","secondary"
"709"," 34010447",5,340104,"uttarakhand","poorest","champawat","hindu","scheduled caste",4,"female","3","no education, preschool","has certificate","no","no education"
"710"," 34010447",5,340104,"uttarakhand","poorest","champawat","hindu","scheduled caste",5,"female","0","no education, preschool","has certificate","no","no education"
"711"," 34010456",5,340104,"uttarakhand","poorer","champawat","muslim","other backward class",4,"female","0","no education, preschool","registered","no","no education"
"712"," 34010466",5,340104,"uttarakhand","richest","champawat","muslim","other backward class",3,"female","3","no education, preschool","has certificate","no","no education"
"713"," 34010466",5,340104,"uttarakhand","richest","champawat","muslim","other backward class",4,"male","1","no education, preschool","has certificate","no","no education"
"714"," 34010489",8,340104,"uttarakhand","middle","champawat","muslim","none of above",8,"male","1","no education, preschool","has certificate","no","primary"
"715"," 34010491",5,340104,"uttarakhand","poorer","champawat","muslim","other backward class",5,"female","0","no education, preschool","has certificate","no","no education"
"716"," 34010497",7,340104,"uttarakhand","richer","champawat","muslim","other backward class",4,"male","3","no education, preschool","has certificate","no","primary"
"717"," 34010497",7,340104,"uttarakhand","richer","champawat","muslim","other backward class",5,"male","0","no education, preschool","registered","no","primary"
"718"," 34010512",5,340105,"uttarakhand","middle","champawat","hindu","none of above",5,"male","1","no education, preschool","has certificate","no","secondary"
"719"," 34010545",5,340105,"uttarakhand","poorer","champawat","hindu","scheduled caste",5,"male","0","no education, preschool","has certificate","no","secondary"
"720"," 34010546",3,340105,"uttarakhand","poorer","champawat","hindu","none of above",3,"male","2","no education, preschool","has certificate","no","primary"
"721"," 34010557",5,340105,"uttarakhand","poorer","champawat","hindu","scheduled caste",3,"female","3","no education, preschool","has certificate","no","secondary"
"722"," 34010557",5,340105,"uttarakhand","poorer","champawat","hindu","scheduled caste",4,"male","0","no education, preschool","has certificate","no","secondary"
"723"," 34010590",4,340105,"uttarakhand","poorer","champawat","hindu","none of above",4,"female","2","no education, preschool","has certificate","no","primary"
"724"," 34010630",5,340106,"uttarakhand","richer","rudraprayag","hindu","scheduled caste",5,"female","3","no education, preschool","has certificate","no","secondary"
"725"," 34010635",5,340106,"uttarakhand","richest","rudraprayag","hindu","none of above",5,"male","4","no education, preschool","neither certificate or registered","no","secondary"
"726"," 34010646",6,340106,"uttarakhand","richest","rudraprayag","hindu","none of above",5,"male","4","no education, preschool","has certificate","yes","higher"
"727"," 34010664",3,340106,"uttarakhand","richest","rudraprayag","hindu","none of above",3,"male","2","no education, preschool","has certificate","no","higher"
"728"," 34010801",6,340108,"uttarakhand","richest","udham singh nagar","sikh","none of above",5,"male","0","no education, preschool","registered","no","secondary"
"729"," 34010805",8,340108,"uttarakhand","richest","udham singh nagar","sikh","none of above",5,"male","4","no education, preschool","has certificate","no","secondary"
"730"," 34010805",8,340108,"uttarakhand","richest","udham singh nagar","sikh","none of above",6,"male","0","no education, preschool","registered","no","secondary"
"731"," 34010816",3,340108,"uttarakhand","middle","udham singh nagar","sikh","scheduled tribe",3,"male","1","no education, preschool","has certificate","no","secondary"
"732"," 34010821",4,340108,"uttarakhand","richer","udham singh nagar","hindu","scheduled caste",3,"female","4","no education, preschool","has certificate","no","no education"
"733"," 34010821",4,340108,"uttarakhand","richer","udham singh nagar","hindu","scheduled caste",4,"female","2","no education, preschool","has certificate","no","no education"
"734"," 34010834",6,340108,"uttarakhand","richer","udham singh nagar","hindu","scheduled caste",6,"female","2","no education, preschool","has certificate","no","primary"
"735"," 34010835",8,340108,"uttarakhand","richer","udham singh nagar","sikh","scheduled caste",5,"female","2","no education, preschool","has certificate","no","secondary"
"736"," 34010835",8,340108,"uttarakhand","richer","udham singh nagar","sikh","scheduled caste",6,"male","0","no education, preschool","has certificate","no","secondary"
"737"," 34010843",3,340108,"uttarakhand","middle","udham singh nagar","sikh","scheduled caste",3,"female","2","no education, preschool","has certificate","no","secondary"
"738"," 34010880",4,340108,"uttarakhand","middle","udham singh nagar","hindu","other backward class",3,"male","4","no education, preschool","has certificate","no","primary"
"739"," 34010880",4,340108,"uttarakhand","middle","udham singh nagar","hindu","other backward class",4,"male","3","no education, preschool","has certificate","no","primary"
"740"," 34010944",3,340109,"uttarakhand","richer","chamoli","hindu","scheduled caste",3,"male","4","no education, preschool","has certificate","no","higher"
"741"," 34010961",4,340109,"uttarakhand","richest","chamoli","hindu","scheduled caste",4,"female","0","no education, preschool","has certificate","no","secondary"
"742"," 34010983",6,340109,"uttarakhand","richest","chamoli","hindu","none of above",5,"male","1","no education, preschool","has certificate","no","higher"
"743"," 34011011",5,340110,"uttarakhand","richest","garhwal","muslim","other backward class",4,"female","4","no education, preschool","has certificate","no","secondary"
"744"," 34011029",6,340110,"uttarakhand","richest","garhwal","hindu","scheduled caste",6,"female","3","no education, preschool","has certificate","no","secondary"
"745"," 34011048",4,340110,"uttarakhand","richest","garhwal","hindu","scheduled caste",4,"male","3","no education, preschool","has certificate","no","secondary"
"746"," 34011061",4,340110,"uttarakhand","richest","garhwal","hindu","scheduled caste",4,"male","3","no education, preschool","has certificate","no","higher"
"747"," 34011081",6,340110,"uttarakhand","richest","garhwal","hindu","none of above",6,"male","1","no education, preschool","has certificate","no","higher"
"748"," 34011086",5,340110,"uttarakhand","richer","garhwal","hindu","scheduled caste",5,"male","3","no education, preschool","registered","no","secondary"
"749"," 34011091",3,340110,"uttarakhand","richest","garhwal","hindu","scheduled caste",3,"male","3","no education, preschool","has certificate","no","secondary"
"750"," 34011098",3,340110,"uttarakhand","richest","garhwal","hindu","none of above",3,"male","1","no education, preschool","has certificate","no","higher"
"751"," 34011108",5,340111,"uttarakhand","middle","champawat","hindu","none of above",5,"female","3","no education, preschool","has certificate","no","secondary"
"752"," 34011140",4,340111,"uttarakhand","poorer","champawat","hindu","none of above",4,"male","4","no education, preschool","neither certificate or registered","no","primary"
"753"," 34011154",8,340111,"uttarakhand","poorer","champawat","hindu","none of above",5,"female","3","no education, preschool","registered","no","primary"
"754"," 34011154",8,340111,"uttarakhand","poorer","champawat","hindu","none of above",7,"female","0","no education, preschool","neither certificate or registered","no","secondary"
"755"," 34011215",8,340112,"uttarakhand","richest","dehradun","hindu","none of above",4,"male","3","no education, preschool","has certificate","no","higher"
"756"," 34011215",8,340112,"uttarakhand","richest","dehradun","hindu","none of above",5,"male","2","no education, preschool","has certificate","no","higher"
"757"," 34011215",8,340112,"uttarakhand","richest","dehradun","hindu","none of above",8,"male","0","no education, preschool","has certificate","no","higher"
"758"," 34011239",4,340112,"uttarakhand","richest","dehradun","hindu","none of above",4,"male","1","no education, preschool","has certificate","no","higher"
"759"," 34011244",6,340112,"uttarakhand","richest","dehradun","hindu","none of above",5,"female","2","no education, preschool","has certificate","no","higher"
"760"," 34011254",5,340112,"uttarakhand","richest","dehradun","sikh","other backward class",5,"male","2","no education, preschool","has certificate","no","higher"
"761"," 34011268",3,340112,"uttarakhand","richest","dehradun","hindu","none of above",3,"male","3","no education, preschool","has certificate","no","higher"
"762"," 34011292",6,340112,"uttarakhand","richest","dehradun","hindu","none of above",3,"male","0","no education, preschool","neither certificate or registered","no","higher"
"763"," 34011307",5,340113,"uttarakhand","richer","uttarkashi","hindu","other backward class",4,"female","0","no education, preschool","has certificate","no","secondary"
"764"," 34011308",3,340113,"uttarakhand","poorer","uttarkashi","hindu","other backward class",3,"male","2","no education, preschool","registered","no","secondary"
"765"," 34011313",7,340113,"uttarakhand","poorer","uttarkashi","hindu","other backward class",5,"male","2","no education, preschool","neither certificate or registered","no","secondary"
"766"," 34011313",7,340113,"uttarakhand","poorer","uttarkashi","hindu","other backward class",6,"female","0","no education, preschool","has certificate","no","secondary"
"767"," 34011324",6,340113,"uttarakhand","poorer","uttarkashi","hindu","none of above",5,"male","1","no education, preschool","neither certificate or registered","no","secondary"
"768"," 34011327",5,340113,"uttarakhand","poorer","uttarkashi","hindu","other backward class",3,"male","0","no education, preschool","neither certificate or registered","no","secondary"
"769"," 34011389",5,340113,"uttarakhand","poorest","uttarkashi","hindu","other backward class",3,"female","3","no education, preschool","neither certificate or registered","no","no education"
"770"," 34011389",5,340113,"uttarakhand","poorest","uttarkashi","hindu","other backward class",4,"female","1","no education, preschool","neither certificate or registered","no","no education"
"771"," 34011401",7,340114,"uttarakhand","middle","bageshwar","hindu","none of above",5,"female","0","no education, preschool","registered","no","secondary"
"772"," 34011404",6,340114,"uttarakhand","poorer","bageshwar","hindu","none of above",5,"male","2","no education, preschool","registered","no","secondary"
"773"," 34011419",8,340114,"uttarakhand","middle","bageshwar","hindu","none of above",5,"male","4","no education, preschool","don't know","no","secondary"
"774"," 34011419",8,340114,"uttarakhand","middle","bageshwar","hindu","none of above",7,"female","3","no education, preschool","has certificate","no","higher"
"775"," 34011419",8,340114,"uttarakhand","middle","bageshwar","hindu","none of above",8,"male","0","no education, preschool","has certificate","no","higher"
"776"," 34011432",5,340114,"uttarakhand","poorer","bageshwar","hindu","scheduled caste",3,"male","3","no education, preschool","registered","no","no education"
"777"," 34011432",5,340114,"uttarakhand","poorer","bageshwar","hindu","scheduled caste",4,"female","2","no education, preschool","has certificate","no","no education"
"778"," 34011432",5,340114,"uttarakhand","poorer","bageshwar","hindu","scheduled caste",5,"male","0","no education, preschool","registered","no","no education"
"779"," 34011460",4,340114,"uttarakhand","poorer","bageshwar","hindu","none of above",3,"female","4","no education, preschool","registered","no","secondary"
"780"," 34011460",4,340114,"uttarakhand","poorer","bageshwar","hindu","none of above",4,"male","1","no education, preschool","neither certificate or registered","no","secondary"
"781"," 34011462",8,340114,"uttarakhand","poorer","bageshwar","hindu","scheduled caste",6,"male","4","no education, preschool","don't know","no","secondary"
"782"," 34011462",8,340114,"uttarakhand","poorer","bageshwar","hindu","scheduled caste",7,"male","1","no education, preschool","has certificate","no","secondary"
"783"," 34011468",5,340114,"uttarakhand","poorest","bageshwar","hindu","none of above",5,"female","3","no education, preschool","has certificate","no","no education"
"784"," 34011506",4,340115,"uttarakhand","richer","nainital","hindu","none of above",4,"male","0","no education, preschool","has certificate","no","secondary"
"785"," 34011567",4,340115,"uttarakhand","middle","nainital","hindu","none of above",4,"male","2","no education, preschool","has certificate","no","secondary"
"786"," 34011621",7,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",4,"male","3","no education, preschool","has certificate","no","secondary"
"787"," 34011621",7,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",5,"female","0","no education, preschool","has certificate","no","secondary"
"788"," 34011638",4,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",4,"female","0","no education, preschool","registered","no","secondary"
"789"," 34011648",12,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",9,"male","2","no education, preschool","registered","no","secondary"
"790"," 34011648",12,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",10,"male","0","no education, preschool","registered","no","secondary"
"791"," 34011651",5,340116,"uttarakhand","poorest","rudraprayag","hindu","none of above",3,"male","4","no education, preschool","neither certificate or registered","no","secondary"
"792"," 34011651",5,340116,"uttarakhand","poorest","rudraprayag","hindu","none of above",4,"male","1","no education, preschool","neither certificate or registered","no","secondary"
"793"," 34011669",5,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",4,"female","3","no education, preschool","has certificate","no","secondary"
"794"," 34011686",3,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",3,"male","1","no education, preschool","neither certificate or registered","no","secondary"
"795"," 34011694",6,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",5,"female","1","no education, preschool","has certificate","no","secondary"
"796"," 34011694",6,340116,"uttarakhand","middle","rudraprayag","hindu","none of above",6,"male","0","no education, preschool","neither certificate or registered","no","secondary"
"797"," 34011801",4,340118,"uttarakhand","richer","hardwar","muslim","other backward class",4,"female","1","no education, preschool","has certificate","no","no education"
"798"," 34011809",5,340118,"uttarakhand","middle","hardwar","muslim","other backward class",3,"male","4","no education, preschool","has certificate","no","no education"
"799"," 34011809",5,340118,"uttarakhand","middle","hardwar","muslim","other backward class",4,"male","2","no education, preschool","neither certificate or registered","no","no education"
"800"," 34011812",6,340118,"uttarakhand","middle","hardwar","muslim","other backward class",6,"female","0","no education, preschool","neither certificate or registered","no","no education"
"801"," 34011814",7,340118,"uttarakhand","middle","hardwar","muslim","other backward class",7,"male","2","no education, preschool","neither certificate or registered","no","no education"
"802"," 34011828",3,340118,"uttarakhand","middle","hardwar","muslim","other backward class",3,"male","3","no education, preschool","neither certificate or registered","no","no education"
"803"," 34011836",3,340118,"uttarakhand","poorest","hardwar","muslim","other backward class",3,"male","1","no education, preschool","has certificate","no","primary"
"804"," 34011872",8,340118,"uttarakhand","middle","hardwar","muslim","other backward class",7,"male","3","no education, preschool","neither certificate or registered","no","primary"
"805"," 34011872",8,340118,"uttarakhand","middle","hardwar","muslim","other backward class",8,"female","1","no education, preschool","has certificate","no","primary"
"806"," 34011879",4,340118,"uttarakhand","middle","hardwar","muslim","other backward class",3,"male","0","no education, preschool","neither certificate or registered","no","no education"
"807"," 34011882",8,340118,"uttarakhand","middle","hardwar","muslim","scheduled caste",8,"female","0","no education, preschool","has certificate","no","no education"
"808"," 34011894",6,340118,"uttarakhand","richest","hardwar","muslim","other backward class",5,"female","2","no education, preschool","neither certificate or registered","no","no education"
"809"," 34011894",6,340118,"uttarakhand","richest","hardwar","muslim","other backward class",6,"male","1","no education, preschool","has certificate","no","no education"
"810"," 34011910",5,340119,"uttarakhand","middle","nainital","hindu","none of above",5,"female","4","no education, preschool","don't know","no","secondary"
"811"," 34011927",7,340119,"uttarakhand","richest","nainital","hindu","none of above",7,"male","3","no education, preschool","has certificate","no","higher"
"812"," 34011952",3,340119,"uttarakhand","richer","nainital","hindu","none of above",3,"female","3","no education, preschool","neither certificate or registered","yes","secondary"
"813"," 34011956",7,340119,"uttarakhand","poorer","nainital","hindu","scheduled tribe",7,"male","0","no education, preschool","neither certificate or registered","no","no education"
"814"," 34011971",4,340119,"uttarakhand","richer","nainital","hindu","none of above",4,"male","4","no education, preschool","has certificate","yes","secondary"
"815"," 34011975",7,340119,"uttarakhand","richest","nainital","hindu","none of above",6,"male","4","no education, preschool","has certificate","no","higher"
"816"," 34011995",5,340119,"uttarakhand","richer","nainital","hindu","none of above",5,"male","0","no education, preschool","has certificate","no","secondary"
"817"," 34012228",10,340122,"uttarakhand","middle","pithoragarh","hindu","scheduled caste",7,"male","1","no education, preschool","has certificate","no","secondary"
